frequency,amplitude,duration,label,class,timestamp
4.370861069626263,0.18513292883861965,0.5972407990982214,0,Bird,2024-08-30 14:12:47.846821
9.556428757689245,0.5419009473783581,0.5692597182367997,0,Bird,2024-08-30 14:11:47.846835
7.587945476302646,0.8729458358764083,1.8218837029899697,0,Bird,2024-08-30 14:10:47.846836
6.538056384420294,0.7354570653044165,0.32813691499802017,1,Drone,2024-08-30 14:09:47.846837
2.4041677639819286,0.8065611478614497,0.6167044796443989,0,Bird,2024-08-30 14:08:47.846838
5.517103351019115,0.8015963609918388,1.4519748997135338,1,Drone,2024-08-30 14:07:47.846838
6.3896656053379015,1.05958071487312,0.7024392796968068,1,Drone,2024-08-30 14:06:47.846839
8.795585311974417,0.8491956515653193,1.5757500582148443,0,Bird,2024-08-30 14:05:47.846840
6.41003510568888,0.24966800885918594,0.22419569937233197,0,Bird,2024-08-30 14:04:47.846841
7.684623543155795,0.9601620823961732,0.7943925592592397,1,Drone,2024-08-30 14:03:47.846842
2.8616556990537005,0.308414075375352,0.09722371130715043,1,Drone,2024-08-30 14:02:47.846842
9.72918866945795,0.987668007996647,0.2190410865651736,0,Bird,2024-08-30 14:01:47.846843
8.491983767203795,0.9440593396866133,1.8222311613543807,0,Bird,2024-08-30 14:00:47.846844
2.9110519961044856,0.0394268113685059,0.3645662051234308,0,Bird,2024-08-30 13:59:47.846844
6.899161811093759,0.9808410128138012,1.0584923825286843,1,Drone,2024-08-30 13:58:47.846845
7.340466745850375,1.128931079522082,0.49314301770649593,1,Drone,2024-08-30 13:57:47.846846
4.163697617234766,0.44126385586420414,0.3559736558372915,1,Drone,2024-08-30 13:56:47.846846
7.650795847256807,1.0162325597871344,1.425801047948649,1,Drone,2024-08-30 13:55:47.846847
5.242679612999053,1.0136354487435755,0.08448151031380949,1,Drone,2024-08-30 13:54:47.846847
3.6210622617823773,0.03394597858579884,1.3612004037336192,0,Bird,2024-08-30 13:53:47.846848
6.506676052501415,0.6974202672468399,1.9304494250057458,0,Bird,2024-08-30 13:52:47.846849
4.60098080110627,0.585907548566504,0.8756428479676659,1,Drone,2024-08-30 13:51:47.846850
4.972112674085176,1.3697254231074516,1.55675899024883,1,Drone,2024-08-30 13:50:47.846850
4.297256589643226,0.9710582451653678,0.19928997064344517,0,Bird,2024-08-30 13:49:47.846851
5.104629857953324,0.9442664891134339,0.8957073062409067,0,Bird,2024-08-30 13:48:47.846851
8.066583652537123,0.47421421665746377,0.5942998028278972,0,Bird,2024-08-30 13:47:47.846852
2.7970640394252375,0.8620426509893134,1.4885598334633865,0,Bird,2024-08-30 13:46:47.846853
9.424572480314872,1.3010701319799984,1.923740865499189,1,Drone,2024-08-30 13:45:47.846853
6.331731119758382,0.31910047324325563,0.5874071186440708,0,Bird,2024-08-30 13:44:47.846854
3.6167561470195224,0.9193080494318671,1.1966041939670375,1,Drone,2024-08-30 13:43:47.846855
6.467903667112945,0.03700763471549262,0.47638550224350623,0,Bird,2024-08-30 13:42:47.846855
2.5347171131856236,0.596269878482053,1.1741274836860587,0,Bird,2024-08-30 13:41:47.846856
1.5854643368675156,0.23000883728770305,0.9814717247078387,0,Bird,2024-08-30 13:40:47.846856
11.03688670380674,0.273774610452797,1.5493043578356853,1,Drone,2024-08-30 13:39:47.846857
10.85321825871019,0.3545200950058034,1.174524593251708,1,Drone,2024-08-30 13:38:47.846858
8.27557613304815,0.6962887758781398,0.7640621069649557,0,Bird,2024-08-30 13:37:47.846859
5.0238392276441655,0.5531248373889968,0.24402424989339383,1,Drone,2024-08-30 13:36:47.846859
3.6556477684268933,1.0324771614391792,-0.05119480635287521,1,Drone,2024-08-30 13:35:47.846860
7.158097238609412,0.06535634079894237,0.5281021669073467,0,Bird,2024-08-30 13:34:47.846861
4.961372443656412,0.31529033783061033,0.5768366565465661,0,Bird,2024-08-30 13:33:47.846861
3.1508788119297244,0.6254060225541664,1.6628146003469846,1,Drone,2024-08-30 13:32:47.846862
9.501710392459813,1.0497619138591359,0.8415452943583164,1,Drone,2024-08-30 13:31:47.846862
2.0441063079558193,0.4257498422812267,0.6604429356637511,1,Drone,2024-08-30 13:30:47.846863
9.18388361870904,0.6258913764370091,0.31806085655151317,0,Bird,2024-08-30 13:29:47.846864
3.3290198344001523,0.8859777482361871,1.7342654173639263,0,Bird,2024-08-30 13:28:47.846864
7.737327114903051,1.0217962501874944,1.4357078177702822,1,Drone,2024-08-30 13:27:47.846865
3.8053996848046987,0.23295947475363377,0.22856988761000302,0,Bird,2024-08-30 13:26:47.846866
5.680612190600297,0.02440078155653802,1.4448866847365605,0,Bird,2024-08-30 13:25:47.846866
7.432490070482199,1.2045371394212725,1.0039830047047928,1,Drone,2024-08-30 13:24:47.846867
5.480731922149014,0.4205973010287054,0.1874474233386898,1,Drone,2024-08-30 13:23:47.846867
9.726261649881026,0.8747016726841994,0.9707712189044473,0,Bird,2024-08-30 13:22:47.846868
7.976195410250031,0.528937134027212,1.0209229455470892,0,Bird,2024-08-30 13:21:47.846869
12.358985896849127,1.0159595512695043,-0.056519765725343896,1,Drone,2024-08-30 13:20:47.846869
9.053446153848839,0.7987832357736654,1.8968264793005363,0,Bird,2024-08-30 13:19:47.846870
6.381099809299767,0.9979341105333375,1.7149532058132575,0,Bird,2024-08-30 13:18:47.846871
12.416860542852962,0.6330071349184418,1.0159666905691396,1,Drone,2024-08-30 13:17:47.846871
3.164634607771134,1.0987018907927006,0.9221100006378378,1,Drone,2024-08-30 13:16:47.846872
2.763845761772307,0.40193091360924216,0.8823545290105661,0,Bird,2024-08-30 13:15:47.846872
1.4070456001948426,0.47987562030390885,1.336849587586813,0,Bird,2024-08-30 13:14:47.846873
3.927972976869379,0.6275054632183701,1.1363205518731203,0,Bird,2024-08-30 13:13:47.846874
6.030412947419439,1.2337558446518089,0.04783791435408841,1,Drone,2024-08-30 13:12:47.846874
3.442141285965063,0.9840834691992951,1.0737550326636303,0,Bird,2024-08-30 13:11:47.846875
8.458637582367365,0.7682734138645182,1.632166872742395,0,Bird,2024-08-30 13:10:47.846875
6.303816314833953,0.44237723943771456,0.8329905320470854,1,Drone,2024-08-30 13:09:47.846876
5.820567707843617,0.5368974287143182,-0.2666186304280892,1,Drone,2024-08-30 13:08:47.846877
5.884264748424236,0.7375823015888915,1.5939285788296629,0,Bird,2024-08-30 13:07:47.846878
5.139755900223919,0.3668729029879798,0.1342466921217529,1,Drone,2024-08-30 13:06:47.846878
11.555834512757263,0.2207996429422689,0.22871639091933454,1,Drone,2024-08-30 13:05:47.846879
1.6709557931179373,0.35462215764077654,0.4129420715213622,0,Bird,2024-08-30 13:04:47.846879
14.192997297695598,0.71679487047754,0.24018896793660766,1,Drone,2024-08-30 13:03:47.846880
9.51958040728227,0.5463372500515334,1.0500269012300802,1,Drone,2024-08-30 13:02:47.846882
2.7884411338075514,0.23360775104990994,1.086833133057481,0,Bird,2024-08-30 13:01:47.846883
5.250239446308421,0.16162638167387672,0.07835475950990262,1,Drone,2024-08-30 13:00:47.846883
