date,water_body,pollutant,level,rainfall,temperature,latitude,longitude
2024-03-12 13:02:55.692967,Najafgarh Lake,Turbidity,5.4690498242512415,27.600584019536083,26.528929590907193,28.5084,76.985
2024-07-08 13:02:55.693150,Najafgarh Lake,Turbidity,9.92012975111576,18.880158653247054,16.207195040177776,28.5084,76.985
2023-10-21 13:02:55.693173,Sanjay Lake,Dissolved Oxygen,4.776378080639971,0.4055030435419271,24.324588168019517,28.6139,77.3031
2024-02-27 13:02:55.693192,Bhalswa Lake,Turbidity,6.314852085913573,26.156255024269644,15.289003593196409,28.7459,77.1609
2024-05-03 13:02:55.693219,Hauz Khas Lake,Nitrates,0.632742719578111,32.22491654628556,19.244056257539096,28.5494,77.2001
2024-04-10 13:02:55.693237,Bhalswa Lake,Dissolved Oxygen,6.241801731757905,45.7160836002276,10.581217150010117,28.7459,77.1609
2023-12-15 13:02:55.693255,Sanjay Lake,Dissolved Oxygen,9.282951032391551,27.618981470417086,22.185989578521653,28.6139,77.3031
2024-02-04 13:02:55.693273,Najafgarh Lake,Dissolved Oxygen,8.859874841096918,10.804033811639751,28.367477541417863,28.5084,76.985
2024-05-13 13:02:55.693291,Hauz Khas Lake,Turbidity,0.1691377563603735,27.598157105150698,30.00968032666318,28.5494,77.2001
2023-12-31 13:02:55.693308,Yamuna River,Phosphates,7.773512630810061,46.37103867135888,32.051716360464376,28.6139,77.209
2023-12-27 13:02:55.693325,Sanjay Lake,Dissolved Oxygen,4.176073648656238,11.87914107965972,25.09375611755369,28.6139,77.3031
2023-12-25 13:02:55.693341,Bhalswa Lake,Dissolved Oxygen,7.530623155048306,34.69019512146701,38.47673171566228,28.7459,77.1609
2024-02-23 13:02:55.693358,Hauz Khas Lake,pH,1.8606506481901752,47.312378122987816,23.58178247872754,28.5494,77.2001
2024-03-19 13:02:55.693374,Hauz Khas Lake,Dissolved Oxygen,1.1666758710288438,39.197224651062584,24.338122845738628,28.5494,77.2001
2024-06-29 13:02:55.693391,Najafgarh Lake,Dissolved Oxygen,3.96536440600072,15.26405183711732,21.618180412307694,28.5084,76.985
2023-10-24 13:02:55.693407,Sanjay Lake,pH,8.734772081477427,22.371119926424683,38.564914947170074,28.6139,77.3031
2024-08-26 13:02:55.693424,Hauz Khas Lake,Dissolved Oxygen,8.757464585285257,12.583463034694898,30.667564265743497,28.5494,77.2001
2023-11-14 13:02:55.693441,Najafgarh Lake,Dissolved Oxygen,6.517335511780598,4.862785895495697,23.741436484773143,28.5084,76.985
2024-03-21 13:02:55.693460,Najafgarh Lake,Dissolved Oxygen,5.580447155083428,13.9631065959536,37.931137816843254,28.5084,76.985
2024-02-16 13:02:55.693477,Bhalswa Lake,Turbidity,2.5347984263909495,0.5886895875271858,29.959546334910307,28.7459,77.1609
2024-01-14 13:02:55.693494,Yamuna River,pH,4.2780039642733865,37.4497334697928,19.16440826060648,28.6139,77.209
2024-07-23 13:02:55.693510,Yamuna River,Phosphates,3.166779414444884,45.8602026588625,33.893891305217714,28.6139,77.209
2024-05-14 13:02:55.693526,Sanjay Lake,Turbidity,3.213852545451946,25.496117672995776,32.73809906339211,28.6139,77.3031
2024-07-15 13:02:55.693542,Yamuna River,Turbidity,2.7008735215266357,15.012471532754034,31.29570829122696,28.6139,77.209
2024-01-17 13:02:55.693558,Sanjay Lake,pH,2.4123051172279553,33.626069528637494,11.372978404803485,28.6139,77.3031
2024-04-05 13:02:55.693574,Hauz Khas Lake,Phosphates,4.759301752344395,23.924665319815407,18.632477548952256,28.5494,77.2001
2024-06-19 13:02:55.693590,Sanjay Lake,Turbidity,1.9283089017191557,19.61050655205416,26.972308114034423,28.6139,77.3031
2024-04-18 13:02:55.693606,Najafgarh Lake,pH,1.126207757675327,14.158331710060596,33.2489674214753,28.5084,76.985
2024-02-07 13:02:55.693625,Najafgarh Lake,Phosphates,8.469064772730109,7.059126493858347,23.96657790856124,28.5084,76.985
2023-10-07 13:02:55.693644,Sanjay Lake,Phosphates,4.871481831477259,34.42431059108289,13.11464839954349,28.6139,77.3031
2024-04-05 13:02:55.693660,Najafgarh Lake,Phosphates,8.34116195675142,10.44040900063995,20.403521461226937,28.5084,76.985
2023-12-23 13:02:55.693678,Sanjay Lake,Nitrates,9.469680715921102,46.96310179081446,17.441801954802273,28.6139,77.3031
2024-05-10 13:02:55.693694,Hauz Khas Lake,Nitrates,5.587051595222548,31.560026550198145,14.092853676959724,28.5494,77.2001
2024-06-06 13:02:55.693710,Sanjay Lake,Nitrates,5.61760655869657,31.95817320837044,13.076404522778466,28.6139,77.3031
2023-11-22 13:02:55.693727,Bhalswa Lake,Phosphates,0.4220743955526485,14.547014490671078,20.063872513176616,28.7459,77.1609
2024-07-19 13:02:55.693742,Najafgarh Lake,Turbidity,5.965044864107181,14.71088009905696,10.69805981152856,28.5084,76.985
2024-04-06 13:02:55.693758,Najafgarh Lake,Nitrates,5.5941999201897925,22.19692215065126,29.665164324068492,28.5084,76.985
2024-08-23 13:02:55.693774,Bhalswa Lake,pH,6.538905093634616,4.324885501961151,18.666247461730354,28.7459,77.1609
2023-11-10 13:02:55.693790,Najafgarh Lake,Phosphates,7.353255713112556,16.10655717049227,21.19464505553194,28.5084,76.985
2023-12-05 13:02:55.693806,Yamuna River,pH,6.4758274416216395,17.622058762813154,14.214708132764288,28.6139,77.209
2023-10-25 13:02:55.693822,Najafgarh Lake,Turbidity,9.79371210592576,36.96154571433563,15.4311101164589,28.5084,76.985
2024-07-24 13:02:55.693838,Hauz Khas Lake,pH,4.864949580282629,21.347807512842383,20.528512701960864,28.5494,77.2001
2024-04-12 13:02:55.693854,Najafgarh Lake,Dissolved Oxygen,8.77895569235797,26.79799644224484,31.571036712547407,28.5084,76.985
2024-07-11 13:02:55.693870,Hauz Khas Lake,pH,1.5737242779749472,1.0573706942240413,27.341309336632825,28.5494,77.2001
2024-01-14 13:02:55.693885,Bhalswa Lake,Phosphates,7.1571278640215255,19.014331303968024,35.56625237343844,28.7459,77.1609
2024-06-01 13:02:55.693899,Yamuna River,Turbidity,3.9830418684676783,2.3757309627929213,28.938774821341713,28.6139,77.209
2023-11-22 13:02:55.693914,Bhalswa Lake,Turbidity,6.475096194388287,43.19788761863937,22.607174833676343,28.7459,77.1609
2024-07-17 13:02:55.693930,Sanjay Lake,Turbidity,1.4126820796853912,5.8011411805604425,21.74272565133449,28.6139,77.3031
2024-08-24 13:02:55.693946,Hauz Khas Lake,Dissolved Oxygen,7.607711861656608,40.29287603856172,37.80182068895254,28.5494,77.2001
2024-05-31 13:02:55.693961,Hauz Khas Lake,Dissolved Oxygen,3.920572595404768,42.03544373107693,14.465293764842489,28.5494,77.2001
2023-10-31 13:02:55.693977,Sanjay Lake,Nitrates,4.689103587010322,30.13823149691372,10.06856732901317,28.6139,77.3031
2023-11-03 13:02:55.693993,Bhalswa Lake,Phosphates,4.144465570448812,1.9127943757117571,12.498741801157808,28.7459,77.1609
2023-10-16 13:02:55.694026,Najafgarh Lake,Nitrates,2.078676995782087,7.472329401438365,23.96043551023915,28.5084,76.985
2024-03-10 13:02:55.694042,Hauz Khas Lake,Turbidity,7.287610966277487,29.15950179486002,13.127525090341823,28.5494,77.2001
2024-03-19 13:02:55.694059,Najafgarh Lake,pH,4.8887312409759245,4.849381737991648,27.51864066954997,28.5084,76.985
2024-04-18 13:02:55.694079,Bhalswa Lake,Turbidity,6.453342020304228,20.63124741706282,24.322679027022463,28.7459,77.1609
2024-01-19 13:02:55.694098,Hauz Khas Lake,Nitrates,3.850536260306826,24.79667854430386,36.66999897791969,28.5494,77.2001
2024-08-15 13:02:55.694114,Bhalswa Lake,Dissolved Oxygen,4.830750259715649,49.764314972125575,38.988913467310326,28.7459,77.1609
2024-05-10 13:02:55.694134,Sanjay Lake,Phosphates,0.5752960181232036,19.813461693676004,37.42961744851942,28.6139,77.3031
2024-07-25 13:02:55.694150,Najafgarh Lake,Turbidity,1.732469929919228,44.17798359391814,14.660854373347949,28.5084,76.985
2024-04-06 13:02:55.694166,Hauz Khas Lake,Nitrates,4.000925129539108,30.252606308089273,20.447329461641363,28.5494,77.2001
2024-03-26 13:02:55.694181,Yamuna River,Phosphates,4.387141950499421,8.505671517330471,22.189097406881825,28.6139,77.209
2023-10-31 13:02:55.694197,Hauz Khas Lake,Turbidity,7.291138233802133,44.00174492189914,12.338815228772098,28.5494,77.2001
2024-07-06 13:02:55.694213,Sanjay Lake,Phosphates,3.887361224402255,1.9843773616036344,33.17960588375965,28.6139,77.3031
2023-10-09 13:02:55.694229,Hauz Khas Lake,Phosphates,0.727316749482495,35.40471884111046,38.51120925697259,28.5494,77.2001
2024-05-12 13:02:55.694245,Bhalswa Lake,Nitrates,5.402031552428549,3.1288821520830403,34.64030797374357,28.7459,77.1609
2023-10-14 13:02:55.694261,Yamuna River,Dissolved Oxygen,7.327954926669928,33.3154904149902,20.08470607833188,28.6139,77.209
2024-03-05 13:02:55.694276,Hauz Khas Lake,Phosphates,2.6070522830924525,14.739355071798116,35.27102743297036,28.5494,77.2001
2024-06-15 13:02:55.694292,Hauz Khas Lake,pH,6.755359591748156,23.44832405083215,27.432194015434387,28.5494,77.2001
2024-04-24 13:02:55.694308,Bhalswa Lake,Nitrates,2.0247585104105195,36.378881166983014,21.71576546414627,28.7459,77.1609
2023-10-17 13:02:55.694324,Najafgarh Lake,Dissolved Oxygen,7.626400026062548,17.05379311823571,24.833706510182108,28.5084,76.985
2024-07-07 13:02:55.694339,Bhalswa Lake,Turbidity,0.0832571998590325,34.647102059217325,30.646074997310233,28.7459,77.1609
2024-08-06 13:02:55.694355,Najafgarh Lake,Dissolved Oxygen,6.966144559289582,29.367714165606383,33.74181076758851,28.5084,76.985
2024-05-10 13:02:55.694370,Sanjay Lake,pH,3.0008954792523768,11.313428346757014,27.586982077896796,28.6139,77.3031
2024-03-11 13:02:55.694389,Yamuna River,Dissolved Oxygen,1.7886639777368218,45.17112522798973,18.843388086180298,28.6139,77.209
2023-11-05 13:02:55.694408,Sanjay Lake,Turbidity,5.979590230352932,4.587133270716981,38.28887676512579,28.6139,77.3031
2024-03-19 13:02:55.694427,Bhalswa Lake,pH,3.0414989249414126,43.15596850766673,39.72780410677183,28.7459,77.1609
2024-03-11 13:02:55.694446,Yamuna River,Dissolved Oxygen,4.318738536251054,48.05560621302821,28.6637467684883,28.6139,77.209
2024-05-31 13:02:55.694463,Sanjay Lake,Nitrates,8.50285139936139,5.363404715237557,12.111813897180284,28.6139,77.3031
2024-05-10 13:02:55.694479,Bhalswa Lake,Phosphates,3.832938141045985,31.950353095321702,15.611199655113271,28.7459,77.1609
2024-03-14 13:02:55.694495,Bhalswa Lake,Nitrates,1.8972070936811236,47.87462584325344,14.519226926734552,28.7459,77.1609
